ActionType,SubAction,Nationality,ID,ActionDate
Placements,Ex-MV,Filipina,1049683,2024-08-06 20:27:16
Placements,Active Family,Other,1049684,2024-08-06 20:28:46
Placements,New Family,Filipina,1049685,2024-08-06 20:30:16
Placements,New Family,African,1049689,2024-08-06 21:10:35
Placements,New Family,African,1049691,2024-08-06 21:22:36
Placements,New Family,Other,1049692,2024-08-06 21:33:31
Placements,New Family,Filipina,1049695,2024-08-07 09:13:34
Placements,New Family,Other,1049697,2024-08-07 10:24:20
Placements,New Family,Filipina,1049702,2024-08-07 12:40:41
Placements,New Family,Filipina,1049706,2024-08-07 12:55:46
Placements,Switch to MV,Ethiopian,1049707,2024-08-07 12:56:25
Placements,New Family,Other,1049708,2024-08-07 13:13:29
Placements,Ex-MV,Filipina,1049709,2024-08-07 13:13:49
Placements,New Family,Other,1049712,2024-08-07 15:09:08
Placements,Active Family,Filipina,1049713,2024-08-07 15:18:13
Placements,New Family,Filipina,1049716,2024-08-07 15:48:36
Placements,Active Family,Other,1049717,2024-08-07 16:11:17
Placements,Ex-MV,Other,1049719,2024-08-07 16:35:50
Placements,Ex-MV,Filipina,1049723,2024-08-07 17:16:36
Placements,Active Family,Filipina,1049726,2024-08-07 19:29:23
Placements,Ex-CC-Live-In,Other,1049731,2024-08-08 08:53:01
Placements,New Family,Filipina,1049732,2024-08-08 09:15:41
Placements,Switch to MV,African,1049738,2024-08-08 09:22:55
Placements,New Family,Filipina,1049740,2024-08-08 09:47:26
Placements,New Family,Filipina,1049741,2024-08-08 10:06:05
Placements,Active Family,Filipina,1049743,2024-08-08 11:06:05
Placements,Switch to MV,African,1049745,2024-08-08 11:18:38
Placements,Ex-MV,Filipina,1049746,2024-08-08 11:58:32
Placements,Ex-MV,Filipina,1049750,2024-08-08 13:22:37
Placements,New Family,Filipina,1049754,2024-08-08 14:13:21
Placements,New Family,Other,1049759,2024-08-08 16:18:54
Placements,Switch to MV,African,1049760,2024-08-08 16:40:09
Placements,Switch to MV,African,1049762,2024-08-08 17:39:27
Placements,Switch to MV,African,1049763,2024-08-08 17:48:53
Placements,New Family,Filipina,1049764,2024-08-08 17:50:28
Placements,New Family,Other,1049767,2024-08-08 21:09:28
Placements,Switch to MV,Filipina,1049771,2024-08-09 08:04:02
Placements,New Family,Other,1049772,2024-08-09 10:16:43
Placements,New Family,Other,1049773,2024-08-09 10:18:29
Placements,New Family,Other,1049778,2024-08-09 12:50:23
Placements,New Family,Other,1049779,2024-08-09 12:55:11
Placements,New Family,African,1049780,2024-08-09 12:56:12
Placements,Active Family,Filipina,1049784,2024-08-09 13:59:44
Placements,New Family,Other,1049787,2024-08-09 15:23:48
Placements,Ex-CC-Live-In,Filipina,1049789,2024-08-09 15:56:25
Placements,Ex-MV,Filipina,1049790,2024-08-09 16:41:06
Placements,Active Family,Filipina,1049792,2024-08-09 17:15:09
Placements,New Family,African,1049795,2024-08-09 18:10:46
Placements,New Family,Filipina,1049802,2024-08-10 09:49:23
Placements,Switch to MV,African,1049804,2024-08-10 10:58:36
Placements,Switch to MV,Filipina,1049805,2024-08-10 11:00:19
Placements,Ex-MV,Filipina,1049809,2024-08-10 11:37:05
Placements,New Family,Filipina,1049813,2024-08-10 14:34:12
Placements,New Family,Other,1049814,2024-08-10 14:35:23
Placements,Active Family,African,1049817,2024-08-10 16:09:41
Placements,New Family,African,1049820,2024-08-10 16:40:27
Placements,Ex-CC-Live-In,African,1049821,2024-08-10 16:58:22
Placements,New Family,Other,1049822,2024-08-10 17:05:49
Placements,New Family,Filipina,1049829,2024-08-10 20:24:46
Placements,New Family,Other,1049830,2024-08-10 21:28:53
Placements,New Family,African,1049832,2024-08-10 22:32:33
Placements,Ex-MV,Filipina,1049836,2024-08-11 08:47:07
Placements,Active Family,Ethiopian,1049837,2024-08-11 10:39:19
Placements,New Family,Other,1049838,2024-08-11 10:41:47
Placements,Active Family,Filipina,1049843,2024-08-11 11:57:31
Placements,Ex-CC-Live-In,Filipina,1049844,2024-08-11 12:05:44
Placements,New Family,Filipina,1049863,2024-08-11 20:23:06
Placements,Switch to MV,Ethiopian,1049868,2024-08-12 09:19:24
Placements,New Family,Filipina,1049869,2024-08-12 09:57:54
Placements,Active Family,African,1049872,2024-08-12 10:41:34
Placements,Ex-MV,Filipina,1049874,2024-08-12 11:39:03
Placements,Ex-MV,African,1049875,2024-08-12 11:49:46
Placements,Ex-CC-Live-In,Ethiopian,1049876,2024-08-12 12:04:28
Placements,New Family,African,1049877,2024-08-12 12:14:48
Placements,New Family,African,1049878,2024-08-12 12:18:29
Placements,New Family,African,1049880,2024-08-12 12:41:20
Placements,Ex-MV,Other,1049881,2024-08-12 13:13:24
Placements,New Family,Filipina,1049882,2024-08-12 13:19:00
Placements,New Family,Other,1049886,2024-08-12 14:11:06
Placements,Active Family,African,1049887,2024-08-12 14:30:41
Placements,New Family,Other,1049889,2024-08-12 15:47:12
Placements,Ex-CC-Live-In,Ethiopian,1049898,2024-08-12 18:22:18
Placements,New Family,Other,1049900,2024-08-12 19:27:15
Placements,New Family,Filipina,1049901,2024-08-12 20:29:38
Placements,New Family,Other,1049906,2024-08-12 22:41:21
Placements,Ex-MV,African,1049907,2024-08-12 22:43:59
Placements,New Family,Filipina,1049908,2024-08-12 23:23:37
Placements,New Family,Filipina,1049912,2024-08-13 10:02:41
Placements,New Family,Filipina,1049913,2024-08-13 10:19:12
Placements,Active Family,African,1049915,2024-08-13 11:20:48
Placements,Ex-MV,African,1049916,2024-08-13 12:19:21
Placements,New Family,African,1049917,2024-08-13 12:29:24
Placements,New Family,African,1049919,2024-08-13 12:48:54
Placements,Ex-MV,Other,1049920,2024-08-13 12:55:17
Placements,Ex-CC-Live-In,Filipina,1049921,2024-08-13 13:02:39
Placements,Ex-MV,Other,1049922,2024-08-13 14:12:20
Placements,Active Family,African,1049923,2024-08-13 14:50:08
Placements,Active Family,African,1049927,2024-08-13 15:09:49
Placements,New Family,Filipina,1049929,2024-08-13 16:17:51
Placements,New Family,Filipina,1049930,2024-08-13 16:25:57
Placements,Active Family,Filipina,1049932,2024-08-13 17:02:27
Placements,Switch to MV,Filipina,1049933,2024-08-13 17:13:38
Placements,New Family,Filipina,1049934,2024-08-13 17:22:19
Placements,New Family,Other,1049936,2024-08-13 18:03:47
Placements,New Family,Filipina,1049938,2024-08-13 18:19:47
Placements,New Family,African,1049940,2024-08-13 19:18:02
Placements,New Family,Filipina,1049941,2024-08-13 19:44:51
Placements,New Family,Filipina,1049946,2024-08-13 21:38:00
Placements,New Family,Filipina,1049949,2024-08-13 23:39:54
Placements,New Family,Filipina,1049950,2024-08-13 23:44:45
Placements,New Family,Filipina,1049951,2024-08-14 00:20:54
Placements,New Family,Filipina,1049954,2024-08-14 09:06:11
Placements,New Family,Filipina,1049956,2024-08-14 10:36:43
Placements,New Family,Filipina,1049957,2024-08-14 10:51:22
Placements,New Family,African,1049958,2024-08-14 11:02:44
Placements,New Family,African,1049959,2024-08-14 11:06:40
Placements,New Family,Filipina,1049960,2024-08-14 11:30:42
Placements,New Family,African,1049961,2024-08-14 11:39:25
Placements,Active Family,African,1049967,2024-08-14 14:51:30
Placements,New Family,African,1049968,2024-08-14 15:25:26
Placements,Ex-CC-Live-In,African,1049969,2024-08-14 15:26:55
Placements,Switch to MV,Filipina,1049977,2024-08-14 16:07:09
Placements,New Family,Filipina,1049978,2024-08-14 16:09:38
Placements,Switch to MV,Filipina,1049983,2024-08-14 18:13:56
Placements,New Family,Ethiopian,1049989,2024-08-14 20:59:47
Placements,New Family,African,1049992,2024-08-14 21:54:58
Placements,New Family,Other,1049993,2024-08-14 23:39:52
Placements,New Family,Filipina,1049994,2024-08-15 08:08:39
Placements,Switch to MV,Filipina,1049998,2024-08-15 09:18:52
Placements,New Family,African,1049999,2024-08-15 09:24:18
Placements,Active Family,African,1050005,2024-08-15 13:54:38
Placements,New Family,Filipina,1050006,2024-08-15 14:10:23
Placements,Active Family,African,1050008,2024-08-15 14:38:46
Placements,Switch to MV,African,1050009,2024-08-15 16:26:06
Placements,New Family,Filipina,1050011,2024-08-15 16:55:48
Placements,New Family,African,1050016,2024-08-15 18:07:48
Placements,New Family,Filipina,1050017,2024-08-15 20:04:16
Placements,New Family,Filipina,1050021,2024-08-15 21:32:07
Placements,Switch to MV,Filipina,1050022,2024-08-15 21:53:04
Placements,Active Family,Filipina,1050023,2024-08-16 02:42:39
Placements,Ex-MV,Other,1050026,2024-08-16 09:16:24
Placements,New Family,Filipina,1050028,2024-08-16 10:10:52
Placements,New Family,Filipina,1050032,2024-08-16 10:37:04
Placements,Ex-CC-Live-In,Filipina,1050039,2024-08-16 13:56:41
Placements,New Family,Filipina,1050042,2024-08-16 14:34:01
Placements,New Family,Filipina,1050047,2024-08-16 16:24:08
Placements,Switch to MV,Filipina,1050050,2024-08-16 19:13:15
Placements,Ex-CC-Live-In,African,1050051,2024-08-16 19:49:20
Placements,New Family,Filipina,1050055,2024-08-16 21:29:58
Placements,New Family,Filipina,1050057,2024-08-17 06:50:58
Placements,Ex-MV,African,1050061,2024-08-17 10:20:27
Placements,New Family,Filipina,1050064,2024-08-17 11:12:58
Placements,Ex-CC-Live-In,Ethiopian,1050071,2024-08-17 13:42:29
Placements,New Family,Other,1050076,2024-08-17 14:26:19
Placements,New Family,Filipina,1050077,2024-08-17 14:31:34
Placements,New Family,Filipina,1050080,2024-08-17 15:49:48
Placements,New Family,Other,1050084,2024-08-17 17:07:42
Placements,New Family,Other,1050085,2024-08-17 17:25:09
Placements,New Family,Filipina,1050087,2024-08-17 18:35:40
Placements,New Family,Filipina,1050091,2024-08-17 21:05:57
Placements,New Family,Filipina,1050095,2024-08-18 00:32:08
Placements,Active Family,Filipina,1050096,2024-08-18 08:02:16
Placements,New Family,African,1050109,2024-08-18 11:52:53
Placements,Ex-MV,Other,1050110,2024-08-18 12:13:42
Placements,New Family,Filipina,1050115,2024-08-18 13:41:28
Placements,Active Family,Other,1050116,2024-08-18 14:26:49
Placements,New Family,Filipina,1050117,2024-08-18 15:03:24
Placements,Active Family,Other,1050121,2024-08-18 16:22:18
Placements,New Family,Other,1050122,2024-08-18 16:42:03
Placements,New Family,Other,1050124,2024-08-18 17:43:17
Placements,New Family,African,1050126,2024-08-18 17:57:20
Placements,New Family,Other,1050127,2024-08-18 18:42:46
Placements,New Family,Other,1050130,2024-08-18 19:38:51
Placements,New Family,Filipina,1050142,2024-08-19 10:28:51
Placements,Ex-MV,Other,1050143,2024-08-19 10:34:58
Placements,Active Family,Filipina,1050145,2024-08-19 11:06:13
Placements,Ex-MV,Filipina,1050146,2024-08-19 11:45:29
Placements,New Family,Filipina,1050147,2024-08-19 11:55:05
Placements,Ex-CC-Live-In,Filipina,1050148,2024-08-19 12:53:48
Placements,Active Family,Filipina,1050149,2024-08-19 12:56:10
Placements,New Family,Other,1050151,2024-08-19 13:23:07
Placements,New Family,Filipina,1050152,2024-08-19 14:16:45
Placements,Ex-MV,Filipina,1050155,2024-08-19 14:23:38
Placements,New Family,Filipina,1050156,2024-08-19 14:47:21
Placements,Active Family,Filipina,1050158,2024-08-19 14:54:40
Placements,New Family,Filipina,1050159,2024-08-19 15:09:21
Placements,Ex-MV,Other,1050160,2024-08-19 15:25:20
Placements,New Family,Ethiopian,1050164,2024-08-19 16:00:55
Placements,New Family,Other,1050165,2024-08-19 16:13:31
Placements,New Family,Other,1050166,2024-08-19 16:32:38
Placements,New Family,Filipina,1050167,2024-08-19 17:27:26
Placements,Active Family,Other,1050169,2024-08-19 17:45:44
Placements,New Family,Filipina,1050170,2024-08-19 17:58:19
Placements,Active Family,Filipina,1050173,2024-08-19 18:45:52
Placements,New Family,Filipina,1050181,2024-08-19 21:32:28
Placements,Ex-CC-Live-In,Filipina,1050182,2024-08-20 08:24:28
Placements,Active Family,Other,1050188,2024-08-20 09:22:13
Placements,New Family,African,1050189,2024-08-20 09:23:09
Placements,Ex-MV,Filipina,1050190,2024-08-20 09:39:18
Placements,New Family,African,1050191,2024-08-20 10:20:44
Placements,New Family,African,1050193,2024-08-20 10:29:51
Placements,Active Family,Other,1050194,2024-08-20 10:41:22
Placements,Ex-CC-Live-Out,Filipina,1050195,2024-08-20 10:49:19
Placements,Active Family,Filipina,1050198,2024-08-20 11:11:02
Placements,New Family,Filipina,1050205,2024-08-20 13:17:28
Placements,New Family,Ethiopian,1050206,2024-08-20 13:20:29
Placements,New Family,Other,1050208,2024-08-20 13:30:27
Placements,New Family,Filipina,1050211,2024-08-20 14:25:22
Placements,New Family,Filipina,1050212,2024-08-20 14:58:22
Placements,Ex-MV,Other,1050221,2024-08-20 18:18:48
Placements,New Family,Filipina,1050225,2024-08-20 19:33:49
Placements,Ex-CC-Live-In,Filipina,1050226,2024-08-20 20:12:47
Placements,Active Family,Other,1050227,2024-08-20 20:50:47
Placements,New Family,Other,1050231,2024-08-20 21:01:52
Placements,New Family,Filipina,1050242,2024-08-21 11:18:24
Placements,Ex-MV,Filipina,1050245,2024-08-21 12:17:13
Placements,New Family,Filipina,1050247,2024-08-21 12:29:07
Placements,Ex-MV,Filipina,1050249,2024-08-21 13:03:35
Placements,New Family,Filipina,1050258,2024-08-21 15:24:23
Placements,New Family,Ethiopian,1050259,2024-08-21 15:48:16
Placements,New Family,Filipina,1050261,2024-08-21 16:04:34
Placements,New Family,Filipina,1050262,2024-08-21 16:11:55
Placements,Ex-MV,Other,1050263,2024-08-21 16:31:34
Placements,Active Family,African,1050264,2024-08-21 16:47:38
Placements,New Family,Other,1050265,2024-08-21 16:56:54
Placements,New Family,Filipina,1050266,2024-08-21 17:24:02
Placements,New Family,Filipina,1050269,2024-08-21 17:54:14
Placements,Ex-MV,Filipina,1050270,2024-08-21 18:09:24
Placements,New Family,Filipina,1050278,2024-08-21 21:13:27
Placements,Active Family,Filipina,1050281,2024-08-22 07:17:16
Placements,New Family,Filipina,1050282,2024-08-22 08:53:43
Placements,New Family,Filipina,1050283,2024-08-22 09:25:31
Placements,Active Family,Other,1050284,2024-08-22 09:41:41
Placements,New Family,Other,1050285,2024-08-22 09:53:07
Placements,New Family,Filipina,1050289,2024-08-22 10:58:55
Placements,Ex-CC-Live-Out,African,1050290,2024-08-22 11:00:24
Placements,New Family,Filipina,1050291,2024-08-22 11:02:26
Placements,Ex-CC-Live-In,Filipina,1050292,2024-08-22 11:06:41
Placements,New Family,African,1050294,2024-08-22 11:35:57
Placements,Ex-MV,Other,1050295,2024-08-22 11:49:49
Placements,New Family,Filipina,1050296,2024-08-22 12:06:26
Placements,New Family,Other,1050297,2024-08-22 12:17:53
Placements,New Family,Filipina,1050300,2024-08-22 12:36:19
Placements,New Family,Filipina,1050301,2024-08-22 12:36:54
Placements,New Family,Filipina,1050302,2024-08-22 13:05:25
Placements,Switch to MV,African,1050303,2024-08-22 13:15:30
Placements,New Family,Filipina,1050306,2024-08-22 13:46:50
Placements,New Family,Filipina,1050307,2024-08-22 14:27:27
Placements,New Family,African,1050310,2024-08-22 14:46:45
Placements,New Family,Filipina,1050313,2024-08-22 15:08:53
Placements,New Family,Filipina,1050314,2024-08-22 15:21:38
Placements,New Family,Filipina,1050317,2024-08-22 16:10:05
Placements,New Family,Filipina,1050321,2024-08-22 16:56:54
Placements,Ex-MV,Other,1050328,2024-08-22 19:22:11
Placements,New Family,Filipina,1050329,2024-08-22 19:33:25
Placements,Switch to MV,Filipina,1050331,2024-08-22 20:12:08
Placements,New Family,Other,1050336,2024-08-23 00:20:57
Placements,New Family,African,1050340,2024-08-23 07:32:11
Placements,Switch to MV,African,1050341,2024-08-23 08:51:15
Placements,Active Family,Filipina,1050346,2024-08-23 09:22:00
Placements,New Family,Filipina,1050347,2024-08-23 09:28:54
Placements,Ex-MV,Filipina,1050352,2024-08-23 12:20:06
Placements,New Family,African,1050353,2024-08-23 12:44:30
Placements,Active Family,Filipina,1050358,2024-08-23 13:53:49
Placements,Active Family,Other,1050359,2024-08-23 13:55:07
Placements,New Family,Other,1050360,2024-08-23 14:27:55
Placements,New Family,Filipina,1050362,2024-08-23 14:59:39
Placements,New Family,Other,1050366,2024-08-23 16:08:56
Placements,New Family,Filipina,1050367,2024-08-23 16:17:35
Placements,New Family,Filipina,1050368,2024-08-23 16:25:36
Placements,New Family,Filipina,1050372,2024-08-23 17:17:33
Placements,New Family,Other,1050373,2024-08-23 17:46:50
Placements,Ex-CC-Live-In,Filipina,1050374,2024-08-23 18:05:46
Placements,Ex-CC-Live-In,Filipina,1050377,2024-08-23 18:51:44
Placements,Active Family,Filipina,1050379,2024-08-23 18:54:28
Placements,Ex-CC-Live-In,Other,1050380,2024-08-23 18:56:21
Placements,Active Family,Filipina,1050382,2024-08-23 20:09:24
Placements,New Family,African,1050385,2024-08-23 21:38:39
Placements,New Family,African,1050389,2024-08-24 09:40:50
Placements,New Family,Filipina,1050391,2024-08-24 10:10:56
Placements,Ex-MV,Other,1050393,2024-08-24 10:30:54
Placements,New Family,Other,1050394,2024-08-24 10:31:43
Placements,Active Family,Other,1050396,2024-08-24 10:55:05
Placements,New Family,Other,1050400,2024-08-24 11:43:25
Placements,New Family,Ethiopian,1050402,2024-08-24 12:06:20
Placements,New Family,Filipina,1050404,2024-08-24 12:51:20
Placements,New Family,Other,1050405,2024-08-24 13:08:17
Placements,Ex-CC-Live-In,Filipina,1050407,2024-08-24 13:29:55
Placements,Active Family,Filipina,1050417,2024-08-24 15:05:44
Placements,New Family,Filipina,1050418,2024-08-24 15:25:22
Placements,New Family,Filipina,1050419,2024-08-24 16:03:02
Placements,New Family,Filipina,1050422,2024-08-24 16:25:02
Placements,New Family,African,1050423,2024-08-24 16:32:08
Placements,Active Family,Filipina,1050428,2024-08-24 17:15:37
Placements,New Family,Ethiopian,1050429,2024-08-24 17:33:44
Placements,New Family,Filipina,1050430,2024-08-24 17:51:48
Placements,Active Family,Filipina,1050434,2024-08-24 18:34:13
Placements,New Family,Ethiopian,1050435,2024-08-24 18:39:55
Placements,New Family,Other,1050436,2024-08-24 19:15:13
Placements,Active Family,Other,1050441,2024-08-24 21:22:44
Placements,New Family,Filipina,1050444,2024-08-24 21:55:37
Placements,New Family,Filipina,1050451,2024-08-25 10:16:53
Placements,Ex-MV,Other,1050453,2024-08-25 11:13:58
Placements,New Family,Other,1050454,2024-08-25 11:20:23
Placements,New Family,Filipina,1050458,2024-08-25 12:11:49
Placements,New Family,Filipina,1050465,2024-08-25 13:25:48
Placements,New Family,Other,1050466,2024-08-25 13:28:19
Placements,New Family,Other,1050479,2024-08-25 16:03:08
Placements,New Family,Filipina,1050482,2024-08-25 17:56:28
Placements,New Family,Filipina,1050485,2024-08-25 18:46:14
Placements,New Family,Filipina,1050486,2024-08-25 18:48:15
Placements,New Family,African,1050488,2024-08-25 18:59:50
Placements,Active Family,African,1050490,2024-08-25 20:05:29
Placements,Active Family,Ethiopian,1050491,2024-08-25 20:19:15
Placements,New Family,African,1050495,2024-08-25 21:14:30
Placements,New Family,African,1050500,2024-08-26 07:44:54
Placements,New Family,Filipina,1050506,2024-08-26 09:10:43
Placements,Active Family,Other,1050509,2024-08-26 09:48:30
Placements,New Family,Filipina,1050514,2024-08-26 11:16:00
Placements,Active Family,Other,1050515,2024-08-26 11:20:47
Placements,New Family,Filipina,1050517,2024-08-26 11:52:23
Placements,Ex-MV,Other,1050521,2024-08-26 12:28:34
Placements,Active Family,Other,1050526,2024-08-26 13:26:07
Placements,New Family,Filipina,1050529,2024-08-26 14:35:35
Placements,Ex-MV,African,1050533,2024-08-26 15:57:23
Placements,Ex-MV,Other,1050535,2024-08-26 17:05:53
Placements,New Family,Filipina,1050537,2024-08-26 17:59:35
Placements,Ex-MV,African,1050539,2024-08-26 18:03:41
Placements,Ex-MV,Other,1050540,2024-08-26 18:07:57
Placements,New Family,Filipina,1050544,2024-08-26 18:27:48
Placements,New Family,Filipina,1050545,2024-08-26 18:34:01
Placements,New Family,Filipina,1050547,2024-08-26 19:15:03
Placements,New Family,Filipina,1050549,2024-08-26 19:43:57
Placements,New Family,African,1050551,2024-08-26 20:49:13
Placements,New Family,Filipina,1050553,2024-08-26 20:59:34
Placements,New Family,African,1050557,2024-08-26 21:54:21
Placements,New Family,Other,1050558,2024-08-27 08:47:36
Placements,New Family,Filipina,1050559,2024-08-27 09:09:02
Placements,New Family,Filipina,1050561,2024-08-27 09:22:41
Placements,New Family,Filipina,1050565,2024-08-27 10:13:08
Placements,New Family,Filipina,1050566,2024-08-27 10:17:10
Placements,New Family,Filipina,1050567,2024-08-27 10:27:54
Placements,New Family,Filipina,1050573,2024-08-27 12:35:19
Placements,Ex-MV,Filipina,1050576,2024-08-27 12:53:39
Placements,New Family,African,1050577,2024-08-27 12:57:03
Placements,Ex-MV,African,1050579,2024-08-27 13:26:18
Placements,Ex-CC-Live-In,Other,1050582,2024-08-27 13:44:50
Placements,Active Family,Filipina,1050588,2024-08-27 15:04:47
Placements,Active Family,Other,1050589,2024-08-27 15:05:21
Placements,New Family,African,1050590,2024-08-27 15:16:52
Placements,New Family,Filipina,1050591,2024-08-27 15:29:29
Placements,Ex-CC-Live-In,African,1050595,2024-08-27 16:34:01
Placements,Active Family,African,1050596,2024-08-27 17:12:36
Placements,New Family,Filipina,1050600,2024-08-27 19:08:42
Placements,Ex-MV,Filipina,1050605,2024-08-27 20:40:38
Placements,New Family,Other,1050607,2024-08-27 21:52:14
Placements,Active Family,Other,1050611,2024-08-27 22:22:52
Placements,New Family,Filipina,1050614,2024-08-28 07:05:16
Placements,New Family,Other,1050615,2024-08-28 08:17:09
Placements,Ex-CC-Live-In,African,1050616,2024-08-28 08:24:31
Placements,New Family,Filipina,1050617,2024-08-28 08:26:56
Placements,New Family,African,1050618,2024-08-28 08:37:10
Placements,New Family,Ethiopian,1050620,2024-08-28 09:10:03
Placements,New Family,Filipina,1050621,2024-08-28 09:22:30
Placements,New Family,Ethiopian,1050623,2024-08-28 09:32:55
Placements,Ex-MV,Other,1050628,2024-08-28 09:58:27
Placements,New Family,Filipina,1050632,2024-08-28 11:30:03
Placements,New Family,Other,1050633,2024-08-28 11:31:41
Placements,New Family,Filipina,1050634,2024-08-28 12:05:28
Placements,New Family,Other,1050636,2024-08-28 12:12:40
Placements,Ex-MV,Filipina,1050638,2024-08-28 12:28:30
Placements,Ex-MV,Other,1050641,2024-08-28 12:59:47
Placements,Active Family,African,1050642,2024-08-28 13:03:54
Placements,New Family,Other,1050646,2024-08-28 14:22:38
Placements,New Family,Other,1050648,2024-08-28 14:36:22
Placements,New Family,African,1050651,2024-08-28 15:06:47
Placements,Ex-MV,African,1050653,2024-08-28 15:21:29
Placements,New Family,Other,1050657,2024-08-28 15:58:45
Placements,Active Family,Filipina,1050659,2024-08-28 16:36:23
Placements,New Family,Other,1050662,2024-08-28 17:35:01
Placements,Switch to MV,Filipina,1050663,2024-08-28 17:48:11
Placements,Ex-MV,Filipina,1050664,2024-08-28 18:56:09
Placements,New Family,African,1050665,2024-08-28 20:20:45
Placements,New Family,Other,1050666,2024-08-28 20:41:42
Placements,New Family,Other,1050669,2024-08-28 21:15:57
Placements,Switch to MV,Ethiopian,1050670,2024-08-28 21:42:43
Placements,New Family,Other,1050672,2024-08-28 22:30:22
Placements,Active Family,Filipina,1050674,2024-08-29 08:06:56
Placements,New Family,Filipina,1050675,2024-08-29 08:14:26
Placements,New Family,Filipina,1050677,2024-08-29 08:56:03
Placements,Ex-MV,Filipina,1050679,2024-08-29 09:07:02
Placements,New Family,Filipina,1050680,2024-08-29 09:13:48
Placements,New Family,African,1050684,2024-08-29 09:41:56
Placements,Active Family,Filipina,1050686,2024-08-29 09:57:48
Placements,New Family,Other,1050687,2024-08-29 10:41:36
Placements,New Family,Other,1050688,2024-08-29 10:46:22
Placements,Active Family,Other,1050690,2024-08-29 10:50:17
Placements,Ex-MV,African,1050691,2024-08-29 11:21:38
Placements,New Family,Filipina,1050693,2024-08-29 12:09:14
Placements,New Family,Filipina,1050694,2024-08-29 12:28:36
Placements,Active Family,Filipina,1050695,2024-08-29 12:45:19
Placements,Ex-CC-Live-Out,African,1050697,2024-08-29 12:56:29
Placements,Active Family,Other,1050700,2024-08-29 13:08:51
Placements,New Family,Other,1050701,2024-08-29 13:17:35
Placements,New Family,Filipina,1050702,2024-08-29 14:36:15
Placements,New Family,Filipina,1050703,2024-08-29 14:55:06
Placements,New Family,Other,1050704,2024-08-29 15:09:43
Placements,New Family,Ethiopian,1050705,2024-08-29 15:16:12
Placements,Ex-MV,Other,1050706,2024-08-29 15:20:15
Placements,New Family,Other,1050707,2024-08-29 15:21:55
Placements,Ex-MV,Other,1050708,2024-08-29 15:29:36
Placements,New Family,Ethiopian,1050710,2024-08-29 15:51:16
Placements,New Family,African,1050712,2024-08-29 18:30:19
Placements,New Family,Filipina,1050713,2024-08-29 18:36:58
Placements,New Family,Filipina,1050715,2024-08-29 19:38:35
Placements,Active Family,Filipina,1050718,2024-08-29 19:56:02
Placements,New Family,Other,1050719,2024-08-29 20:03:38
Placements,New Family,Filipina,1050726,2024-08-29 22:39:49
Placements,New Family,African,1050729,2024-08-30 07:13:25
Placements,New Family,Other,1050734,2024-08-30 08:31:01
Placements,New Family,Filipina,1050735,2024-08-30 08:34:06
Placements,New Family,Other,1050736,2024-08-30 09:13:41
Placements,New Family,Filipina,1050738,2024-08-30 09:39:15
Placements,New Family,African,1050739,2024-08-30 09:40:59
Placements,New Family,Other,1050740,2024-08-30 10:28:36
Placements,New Family,Other,1050741,2024-08-30 10:39:25
Placements,Ex-MV,African,1050743,2024-08-30 10:51:54
Placements,New Family,Filipina,1050744,2024-08-30 11:07:45
Placements,New Family,Filipina,1050745,2024-08-30 11:16:45
Placements,New Family,Filipina,1050749,2024-08-30 13:22:00
Placements,Ex-MV,Filipina,1050751,2024-08-30 14:11:11
Placements,Ex-MV,Filipina,1050752,2024-08-30 14:34:22
Placements,New Family,Filipina,1050753,2024-08-30 15:17:53
Placements,Ex-CC-Live-In,Filipina,1050754,2024-08-30 15:33:41
Placements,New Family,Filipina,1050759,2024-08-30 16:23:51
Placements,New Family,Filipina,1050761,2024-08-30 17:35:31
Placements,Active Family,Filipina,1050762,2024-08-30 18:02:33
Placements,New Family,Other,1050766,2024-08-30 18:54:43
Placements,Active Family,African,1050767,2024-08-30 19:10:19
Placements,New Family,Filipina,1050769,2024-08-30 20:25:49
Placements,New Family,Filipina,1050772,2024-08-30 21:39:32
Placements,Switch to MV,Filipina,1050784,2024-08-31 09:02:14
Placements,Switch to MV,African,1050785,2024-08-31 09:02:20
Placements,Switch to MV,Ethiopian,1050786,2024-08-31 09:02:41
Placements,Switch to MV,Ethiopian,1050787,2024-08-31 09:03:15
Placements,Switch to MV,Filipina,1050788,2024-08-31 09:04:16
Placements,Switch to MV,Filipina,1050789,2024-08-31 09:04:46
Placements,Switch to MV,African,1050790,2024-08-31 09:05:55
Placements,Switch to MV,Ethiopian,1050791,2024-08-31 09:05:56
Placements,Switch to MV,African,1050792,2024-08-31 09:07:04
Placements,Switch to MV,Filipina,1050793,2024-08-31 09:09:20
Placements,Switch to MV,Filipina,1050794,2024-08-31 09:11:02
Placements,Switch to MV,African,1050795,2024-08-31 09:12:43
Placements,Switch to MV,Filipina,1050796,2024-08-31 09:14:08
Placements,Switch to MV,African,1050797,2024-08-31 09:17:41
Placements,Switch to MV,Filipina,1050798,2024-08-31 09:21:20
Placements,Switch to MV,African,1050799,2024-08-31 09:21:36
Placements,Switch to MV,Filipina,1050800,2024-08-31 09:23:48
Placements,Switch to MV,Filipina,1050801,2024-08-31 09:29:45
Placements,Switch to MV,African,1050802,2024-08-31 09:31:16
Placements,Switch to MV,Ethiopian,1050803,2024-08-31 09:33:05
Placements,Switch to MV,Filipina,1050804,2024-08-31 09:33:31
